source,target
AUD,KSM
RUB,WAVES
SUN,BUSD
ILV,USDT
BUSD,ILV
BNB,ILV
BTC,ILV
BUSD,REN
YGG,USDT
BUSD,YGG
BNB,YGG
BTC,YGG
BUSD,STX
SYS,USDT
DF,USDT
USDC,SOL
RUB,ARPA
UAH,LTC
BUSD,FET
ARPA,BUSD
BUSD,LSK
BIDR,AVAX
BIDR,ALICE
FIDA,USDT
BUSD,FIDA
BNB,FIDA
BTC,FIDA
BUSD,DENT
FRONT,USDT
CVP,USDT
BTC,AGLD
AGLD,BNB
BUSD,AGLD
AGLD,USDT
BTC,RAD
BNB,RAD
BUSD,RAD
RAD,USDT
AUD,UNI
BUSD,HIVE
STPT,BUSD
BTC,BETA
BETA,BNB
BETA,BUSD
BETA,USDT
AUD,SHIB
BTC,RARE
BNB,RARE
BUSD,RARE
RARE,USDT
BRL,AVAX
AUD,AVAX
AUD,LUNA
BUSD,TROY
ETH,AXS
ETH,FTM
ETH,SOL
BTC,SSV
ETH,SSV
LAZIO,TRY
LAZIO,EUR
BTC,LAZIO
LAZIO,USDT
BTC,CHESS
BNB,CHESS
BUSD,CHESS
CHESS,USDT
AUD,FTM
FTM,BRL
BUSD,SCRT
ADX,USDT
AUCTION,USDT
BUSD,CELO
RUB,FTM
AUD,NU
RUB,NU
TRY,REEF
BIDR,REEF
DOGE,SHIB
DAR,USDT
BUSD,DAR
DAR,BNB
BTC,DAR
BTC,BNX
BNX,BNB
BUSD,BNX
BNX,USDT
RGT,USDT
BTC,RGT
BUSD,RGT
BNB,RGT
BUSD,LAZIO
OXT,BUSD
MANA,TRY
RUB,ALGO
UAH,SHIB
BIDR,LUNA
AUD,USDC
BTC,MOVR
BNB,MOVR
BUSD,MOVR
USDT,MOVR
BTC,CITY
BNB,CITY
BUSD,CITY
CITY,USDT
BTC,ENS
ENS,BNB
BUSD,ENS
ENS,USDT
ETH,SAND
ETH,DOT
ETH,MATIC
BUSD,ANKR
TRY,SAND
BRL,MANA
USDT,KP3R
QI,USDT
BUSD,QI
BNB,QI
BTC,QI
BTC,PORTO
PORTO,USDT
TRY,PORTO
PORTO,EUR
POWR,USDT
BUSD,POWR
ETH,AVAX
SLP,TRY
TRY,FIS
LRC,TRY
ETH,CHR
BIDR,FIS
VGX,USDT
ETH,GALA
JASMY,USDT
BUSD,JASMY
BNB,JASMY
BTC,JASMY
BTC,AMP
BNB,AMP
BUSD,AMP
AMP,USDT
BTC,PLA
BNB,PLA
BUSD,PLA
PLA,USDT
BTC,PYR
BUSD,PYR
PYR,USDT
BTC,RNDR
RNDR,USDT
BUSD,RNDR
ALCX,BTC
ALCX,BUSD
ALCX,USDT
BTC,SANTOS
SANTOS,USDT
BRL,SANTOS
SANTOS,TRY
BTC,MC
BUSD,MC
MC,USDT
TRY,BEL
COCOS,BUSD
DENT,TRY
ENJ,TRY
RUB,NEO
AUD,SAND
BIDR,SLP
BTC,ANY
BUSD,ANY
ANY,USDT
BTC,BICO
BICO,BUSD
BICO,USDT
BTC,FLUX
BUSD,FLUX
FLUX,USDT
TRY,ALICE
FXS,USDT
GALA,BRL
GALA,TRY
LUNA,TRY
BUSD,REQ
BRL,SAND
BIDR,MANA
BIDR,SAND
BTC,VOXEL
BNB,VOXEL
BUSD,VOXEL
VOXEL,USDT
COS,BUSD
BUSD,CTXC
FTM,TRY
BNB,MANA
MINA,TRY
TRY,XTZ
BTC,HIGH
BUSD,HIGH
HIGH,USDT
BTC,CVX
CVX,BUSD
CVX,USDT
BTC,PEOPLE
BUSD,PEOPLE
PEOPLE,USDT
OOKI,BUSD
OOKI,USDT
COCOS,TRY
BNB,GXS
BNB,LINK
ETH,LUNA
BUSD,MDT
BUSD,NULS
BTC,SPELL
SPELL,USDT
BUSD,SPELL
BTC,UST
BUSD,UST
UST,USDT
BTC,JOE
BUSD,JOE
JOE,USDT
ETH,ATOM
BUSD,DUSK
ETH,EGLD
ETH,ICP
BRL,LUNA
LUNA,UST
ETH,NEAR
BNB,ROSE
ETH,VOXEL
BNB,ALICE
TRY,ATOM
ETH,UST
AUD,GALA
LRC,BNB
ETH,ONE
OOKI,BNB
BTC,ACH
BUSD,ACH
ACH,USDT
BTC,IMX
IMX,BUSD
IMX,USDT
BTC,GLMR
BUSD,GLMR
GLMR,USDT
BIDR,ATOM
ETH,DYDX
ETH,FARM
BNB,FOR
ICP,TRY
ETH,JASMY
BNB,LINA
OOKI,ETH
ETH,ROSE
BUSD,UMA
ETH,UNI
ETH,XTZ
BTC,LOKA
BNB,LOKA
BUSD,LOKA
USDT,LOKA
BRL,ATOM
BNB,UST
ETH,CRV
BNB,HIGH
RUB,NEAR
ROSE,TRY
SCRT,USDT
BTC,API3
API3,BUSD
API3,USDT
BTTC,USDT
USDC,BTTC
TRY,BTTC
BTC,ACA
BUSD,ACA
ACA,USDT
BTC,ANC
BUSD,ANC
ANC,USDT
BDOT,DOT
BTC,XNO
ETH,XNO
XNO,BUSD
XNO,USDT
COS,TRY
KAVA,ETH
MC,BNB
ONE,TRY
BTC,WOO
BNB,WOO
BUSD,WOO
WOO,USDT
ETH,CELR
BNB,PEOPLE
BNB,SLP
BNB,SPELL
SPELL,TRY
BUSD,TFUEL
TRY,AXS
DAR,TRY
NEAR,TRY
IDEX,BNB
ALPINE,EUR
ALPINE,TRY
ALPINE,USDT
BTC,ALPINE
T,USDT
T,BUSD
API3,BNB
ETH,BETA
INJ,TRY
TLM,BNB
BUSD,ASTR
ASTR,USDT
API3,TRY
BNB,GLMR
TRY,MBOX
BTC,GMT
BNB,GMT
BUSD,GMT
GMT,USDT
BNB,ANC
EUR,ATOM
GALA,EUR
ETH,KSM
TRY,UMA
KDA,BTC
KDA,BUSD
KDA,USDT
APE,USDT
APE,BUSD
APE,BTC
ALPINE,BUSD
GBP,LUNA
NEAR,EUR
TRY,TWT
WAVES,EUR
APE,EUR
APE,GBP
APE,TRY
BSW,USDT
BSW,BUSD
BSW,BNB
APE,BNB
BRL,GMT
ETH,GMT
TRY,JASMY
BUSD,SANTOS
APE,AUD
BIFI,USDT
GMT,EUR
IMX,BNB
ETH,RUNE
GBP,AVAX
BTC,MULTI
BUSD,MULTI
MULTI,USDT
APE,ETH
ETH,BSW
FIL,TRY
FTM,EUR
GBP,GMT
ZIL,TRY
GMT,TRY
WAVES,TRY
BTC,UST
BTC,ASTR
ETH,ASTR
BSW,TRY
ETH,FTT
FUN,BNB
BUSD,PORTO
STEEM,USDT
ZIL,EUR
APE,BRL
TRY,AUDIO
BUSD,BTTC
AUD,GMT
MBL,BUSD
MOB,USDT
BUSD,MOB
BTC,MOB
NEXO,USDT
BUSD,NEXO
BTC,NEXO
REI,USDT
REI,BNB
ETH,REI
GAL,USDT
GAL,BUSD
GAL,BNB
BTC,GAL
JASMY,EUR
BNB,KNC
GBP,SHIB
GAL,EUR
GAL,TRY
BUSD,LDO
LDO,USDT
BTC,LDO
ENS,TRY
DAR,EUR
ETH,DAR
ETH,ALGO
ALGO,TRY
ETH,GAL
EPX,USDT
BUSD,EPX
TRY,RUNE
GAL,BRL
STEEM,BUSD
BUSD,CVC
BUSD,REI
BUSD,DREP
BUSD,AKRO
BUSD,PUNDIX
BUSD,LUNC
BUSD,USTC
BTC,OP
OP,BUSD
OP,USDT
OG,BUSD
BUSD,KEY
BUSD,ASR
BUSD,FIRO
BUSD,NKN
OP,BNB
OP,EUR
BUSD,GTO
ETH,SNX
BUSD,WBTC
ETH,BEL
ETH,LIT
LEVER,USDT
BUSD,LEVER
ETH,BURGER
ETH,PEOPLE
UNFI,ETH
BOND,ETH
STORJ,TRY
ETH,OP
TRY,ETC
ETH,WING
ETH,FIL
BUSD,GLM
BUSD,SSV
BTC,STG
BUSD,STG
STG,USDT
TRY,ANKR
BUSD,ARK
BUSD,BETH
BUSD,LOOM
SNM,BUSD
AMB,BUSD
LUNC,USDT
BUSD,PHB
GAS,BUSD
NEBL,BUSD
BUSD,PROS
BUSD,VIB
BTC,GMX
BUSD,GMX
GMX,USDT
AGIX,BUSD
NEBL,USDT
BUSD,SNT
BTC,POLYX
BUSD,POLYX
POLYX,USDT
BTC,APT
APT,USDT
APT,BUSD
BTC,PLN
ETH,PLN
BUSD,PLN
APT,EUR
APT,TRY
APT,BRL
BUSD,QKC
BTC,OSMO
OSMO,USDT
OSMO,BUSD
BTC,HFT
BUSD,HFT
HFT,USDT
ETH,ARPA
PHB,USDT
BUSD,VITE
BTC,HOOK
HOOK,USDT
BUSD,HOOK
HOOK,BNB
BTC,MAGIC
BUSD,MAGIC
USDT,MAGIC
BUSD,RON
ETH,HIFI
HIFI,USDT
BTC,RPL
BUSD,RPL
RPL,USDT
PROS,USDT
FET,TRY
GFT,BUSD
AGIX,USDT
ETH,APT
BTC,RON
GNS,USDT
BTC,GNS
BTC,SYN
SYN,USDT
VIB,USDT
SSV,USDT
LQTY,USDT
BTC,LQTY
AMB,USDT
BETH,USDT
CFX,TRY
STX,TRY
USTC,USDT
GAS,USDT
GLM,USDT
PROM,USDT
QKC,USDT
UFT,USDT
BTC,ID
ID,BNB
ID,USDT
BTC,ARB
ARB,USDT
AGIX,TRY
LOOM,USDT
OAX,USDT
ARB,TUSD
ARB,TRY
ARB,EUR
TUSD,ID
ID,TRY
ID,EUR
TUSD,LDO
TUSD,MATIC
OP,TUSD
TUSD,SOL
TUSD,SSV
BTC,RDNT
RDNT,USDT
TUSD,RDNT
RUB,ARB
JOE,TRY
TRY,MAGIC
PLN,USDT
ACH,TRY
XVS,TRY
EGLD,RON
RON,USDT
ARS,USDT
TUSD,DOGE
WBTC,USDT
EDU,USDT
EDU,TUSD
EDU,BNB
BTC,EDU
EDU,EUR
EDU,TRY
SUI,USDT
TUSD,SUI
BTC,SUI
BNB,SUI
SUI,EUR
SUI,TRY
AERGO,USDT
RNDR,TRY
PEPE,USDT
PEPE,TUSD
FLOKI,USDT
TUSD,FLOKI
OG,TRY
PEPE,TRY
WBETH,ETH
AST,USDT
SNT,USDT
FLOKI,TRY
CITY,TRY
COMBO,USDT
COMBO,BNB
COMBO,TRY
TRY,LTC
RAD,TRY
BTC,ARS
OP,TRY
PAXG,TRY
BTC,MAV
USDT,MAV
TUSD,MAV
TUSD,CFX
PENDLE,BTC
PENDLE,USDT
PENDLE,TUSD
TRY,MAV
OCEAN,TRY
TUSD,TRY
ETH,ARB
BCH,TRY
XVG,TRY
TUSD,XVG
USDT,ARKM
TUSD,ARKM
TRY,ARKM
BNB,ARKM
BTC,ARKM
WBETH,USDT
ACA,TRY
TUSD,AVAX
TUSD,COMP
TRY,COMP
XEC,TRY
TUSD,QUICK
WLD,USDT
BTC,WLD
BNB,FDUSD
BUSD,FDUSD
FDUSD,USDT
RUB,ARKM
WLD,TRY
RUB,WLD
TRY,AMP
OGN,TRY
BTC,FDUSD
ETH,FDUSD
ASR,TRY
ATM,TRY
ACM,TRY
BAR,TRY
JUV,TRY
PSG,TRY
BNB,SEI
BTC,SEI
FDUSD,SEI
TRY,SEI
SEI,USDT
CYBER,BNB
BTC,CYBER
CYBER,FDUSD
CYBER,TRY
CYBER,USDT
CYBER,TUSD
TUSD,SEI
TRY,LPT
TRY,UNI
SOL,FDUSD
TRY,TOMO
UNFI,TRY
XRP,FDUSD
DOGE,FDUSD
CYBER,ETH
MTL,TRY
ARK,USDT
CREAM,USDT
GFT,USDT
IQ,USDT
VAI,USDT
ARB,FDUSD
TRY,FDUSD
TRY,FRONT
SUI,FDUSD
BTC,NTRN
NTRN,USDT
BNB,NTRN
FIL,FDUSD
TUSD,FRONT
TRY,LEVER
LTC,FDUSD
ADA,FDUSD
TUSD,RUNE
TRY,TRB
FDUSD,ATOM
AVAX,FDUSD
BAND,TRY
BCH,FDUSD
LOOM,TRY
MATIC,FDUSD
ALGO,FDUSD
DOT,FDUSD
FTM,FDUSD
LINK,FDUSD
NEAR,FDUSD
STRAX,TRY
BTC,TIA
TIA,USDT
TRY,TIA
MEME,BNB
MEME,USDT
MEME,FDUSD
MEME,TUSD
MEME,TRY
BTC,ORDI
ORDI,USDT
ORDI,TRY
EGLD,FDUSD
FET,FDUSD
GAS,FDUSD
ETH,INJ
TUSD,INJ
OP,FDUSD
ORDI,FDUSD
TUSD,ORDI
RNDR,FDUSD
TUSD,SHIB
BEAMX,USDT
TRY,ARK
BEAMX,TRY
CAKE,TRY
CAKE,TUSD
DYDX,FDUSD
PIVX,USDT
RUNE,FDUSD
TUSD,TIA
TUSD,DOT
GALA,FDUSD
WLD,FDUSD
GAS,TRY
TRY,NTRN
BTC,VIC
VIC,USDT
VIC,TRY
BTC,BLUR
BLUR,USDT
TRY,BLUR
BLUR,FDUSD
SUPER,FDUSD
USTC,FDUSD
USTC,TRY
DYDX,TRY
VANRY,USDT
VANRY,BTC
BTC,AEUR
AEUR,USDT
ETH,AEUR
AEUR,EUR
AUCTION,FDUSD
IOTA,FDUSD
TRY,LUNC
SUPER,TRY
JTO,USDT
JTO,FDUSD
JTO,TRY
USDT,1000SATS
FDUSD,1000SATS
TRY,1000SATS
SHIB,FDUSD
SAND,FDUSD
MEME,ETH
TRY,IOTA
INJ,FDUSD
TRY,FIDA
BONK,USDT
BONK,FDUSD
BONK,TRY
FDUSD,ACE
USDT,ACE
BNB,ACE
BTC,ACE
TRY,ACE
FDUSD,BLZ
TRY,RARE
VANRY,TRY
BTC,NFP
NFP,USDT
NFP,BNB
NFP,FDUSD
TUSD,NFP
NFP,TRY
ARB,USDC
USDC,AVAX
USDC,DOT
USDC,INJ
USDC,MATIC
OP,USDC
USDC,ORDI
BTC,AI
AI,USDT
BNB,AI
AI,FDUSD
TUSD,AI
AI,TRY
ICP,FDUSD
LDO,FDUSD
TRY,MOVR
XAI,BTC
XAI,USDT
XAI,BNB
XAI,FDUSD
XAI,TUSD
XAI,TRY
TRY,SKL
STX,FDUSD
TIA,FDUSD
BTC,MANTA
USDT,MANTA
BNB,MANTA
FDUSD,MANTA
TRY,MANTA
ENS,FDUSD
ETC,FDUSD
USDC,SUI
USDC,TIA
CHZ,FDUSD
USDC,MANTA
BTC,ALT
ALT,USDT
BNB,ALT
ALT,FDUSD
ALT,TRY
APT,FDUSD
USDC,BLUR
JUP,USDT
JUP,FDUSD
JUP,TRY
USDC,ALT
FDUSD,MAGIC
USDC,SEI
BTC,PYTH
PYTH,USDT
PYTH,FDUSD
PYTH,TRY
BTC,RONIN
RONIN,USDT
RONIN,FDUSD
TRY,RONIN
BTC,DYM
DYM,USDT
DYM,FDUSD
DYM,TRY
USDC,JUP
PENDLE,FDUSD
BTC,PIXEL
BNB,PIXEL
PIXEL,USDT
PIXEL,FDUSD
PIXEL,TRY
BTC,STRK
STRK,USDT
STRK,FDUSD
STRK,TRY
USDC,FIL
TRY,HBAR
PENDLE,TRY
USDC,WLD
CKB,TRY
TRY,COTI
LDO,TRY
USDC,UNI
PORTAL,BTC
PORTAL,USDT
PORTAL,BNB
PORTAL,FDUSD
PORTAL,TRY
BTC,PDA
PDA,USDT
BTC,AXL
AXL,USDT
AXL,FDUSD
AXL,TRY
PEPE,FDUSD
USDC,PIXEL
STRK,USDC
UNI,FDUSD
OM,TRY
THETA,TRY
BTC,WIF
WIF,USDT
WIF,FDUSD
TRY,WIF
AGIX,FDUSD
PEPE,USDC
USDC,SHIB
THETA,FDUSD
AR,TRY
METIS,BTC
METIS,USDT
METIS,FDUSD
METIS,TRY
BNB,JPY
BTC,JPY
ETH,JPY
FLOKI,FDUSD
FDUSD,GRT
NEAR,USDC
TRY,SNX
BTC,AEVO
AEVO,USDT
BNB,AEVO
AEVO,FDUSD
AEVO,TRY
USDC,FET
IMX,TRY
USDC,EUR
BOME,TRY
BTC,BOME
BOME,USDT
BOME,FDUSD
BTC,ETHFI
ETHFI,USDT
BNB,ETHFI
FDUSD,ETHFI
TRY,ETHFI
TRY,AAVE
FDUSD,ARKM
CRV,TRY
BRL,FET
RAY,FDUSD
RNDR,EUR
USDC,BONK
USDC,FLOKI
TRY,MKR
RAY,TRY
BRL,RNDR
BTC,ENA
USDT,ENA
BNB,ENA
FDUSD,ENA
TRY,ENA
LQTY,FDUSD
TRY,MASK
PENDLE,USDC
TRY,RDNT
BTC,W
W,USDT
W,FDUSD
W,TRY
USDC,BOME
JTO,USDC
USDC,WIF
BTC,TNSR
TNSR,USDT
TNSR,FDUSD
TNSR,TRY
BTC,SAGA
SAGA,USDT
BNB,SAGA
SAGA,FDUSD
SAGA,TRY
MXN,USDT
USDC,CKB
USDC,ENA
USDC,ETHFI
USDC,YGG
CZK,USDT
BTC,TAO
TAO,USDT
TAO,FDUSD
TAO,TRY
USDC,CFX
USDC,RNDR
USDC,RUNE
USDC,SAGA
POLYX,TRY
BTC,OMNI
USDT,OMNI
BNB,OMNI
FDUSD,OMNI
TRY,OMNI
USDC,APT
USDC,GALA
BRL,OMNI
USDC,STX
ICP,USDC
USDC,OMNI
PEPE,BRL
TRY,YGG
ADA,JPY
SHIB,JPY
JPY,SOL
XRP,JPY
BTC,REZ
REZ,USDT
REZ,BNB
REZ,FDUSD
REZ,TRY
EGLD,TRY
PHB,TRY
RSR,TRY
BTC,BB
BB,USDT
BB,BNB
BB,FDUSD
BB,TRY
USDC,FRONT
PEOPLE,TRY
USDC,TRB
NOT,USDT
BNB,NOT
NOT,FDUSD
TRY,NOT
USDC,ARKM
USDC,AR
BB,USDC
USDC,CRV
USDC,PEOPLE
AR,FDUSD
ENA,EUR
PEPE,EUR
REZ,USDC
FDUSD,TRB
USDC,TRY
BTC,MXN
XRP,MXN
USDC,ENS
USDC,LDO
USDC,NOT
NEAR,BRL
HIGH,TRY
PEOPLE,FDUSD
USDC,TNSR
COP,USDT
BTC,IO
IO,USDT
IO,BNB
IO,FDUSD
IO,TRY
BRL,NOT
TRU,TRY
WIF,EUR
BTC,ZK
ZK,USDT
ZK,FDUSD
TRY,ZK
LISTA,USDT
LISTA,BNB
LISTA,FDUSD
LISTA,TRY
BTC,ZRO
ZRO,USDT
ZRO,FDUSD
TRY,ZRO
BRL,LISTA
TRY,BAKE
BRL,WIF
USDC,ZK
USDC,ZRO
USDC,IO
USDC,1000SATS
BNX,TRY
ETH,ARS
G,USDT
TRY,G
BTC,BANANA
BANANA,USDT
BNB,BANANA
BANANA,FDUSD
TRY,BANANA
BTC,RENDER
RENDER,USDT
RENDER,FDUSD
USDC,RENDER
RENDER,TRY
RENDER,EUR
BRL,RENDER
TON,BTC
TON,USDT
TON,FDUSD
TON,TRY
BRL,BONK
NOT,EUR
DOGE,JPY
MATIC,JPY
NEAR,JPY
TON,USDC
AAVE,FDUSD
DOGS,USDT
BNB,DOGS
DOGS,FDUSD
TRY,DOGS
EURI,EUR
EURI,USDT
BRL,DOGS
USDC,DOGS
BRL,RARE
USDC,RARE
BTC,SLF
SLF,TRY
USDC,SLF
SLF,USDT
USDC,AAVE
SUN,TRY
TRY,STMX
